epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.9115,3.64972,109.909,2.14071,0.00104,0.02286,3e-05,1e-05,3.89234,102.957,2.24902,0.000641975,0.000641975,0.000641975
2,30.1786,3.1877,35.8068,1.75955,0.10307,0.01143,0.00686,0.00144,3.83943,47.0925,2.34712,0.00130432,0.00130432,0.00130432
3,41.8842,3.22609,12.8339,1.73704,0.002,0.01714,0.00012,2e-05,3.62447,178.488,2.52332,0.00196227,0.00196227,0.00196227
4,53.316,3.29345,10.7421,1.74467,0.00038,0.01714,1e-05,0,3.47237,6.10401,1.99275,0.0019802,0.0019802,0.0019802
5,64.8829,3.09902,8.72148,1.59535,0.00126,0.00571,5e-05,1e-05,3.36953,9.89212,1.98419,0.0019736,0.0019736,0.0019736
6,76.3292,3.00277,5.37349,1.59126,0.00103,0.04571,0.0026,0.00044,3.36766,4.76963,2.01729,0.001967,0.001967,0.001967
7,87.9017,2.91489,5.67085,1.55693,0.0382,0.09143,0.00858,0.00196,3.36516,5.93329,2.21324,0.0019604,0.0019604,0.0019604
8,99.484,3.2317,5.0901,1.61765,0.00306,0.11429,0.00089,0.00028,3.54777,72.3344,2.64279,0.0019538,0.0019538,0.0019538
9,110.911,2.93241,4.28789,1.52636,0.02443,0.04571,0.00239,0.00064,3.51999,18.76,2.96588,0.0019472,0.0019472,0.0019472
10,122.387,2.73477,3.76627,1.41707,0.01577,0.05143,0.00228,0.00075,3.37757,845.945,3.17412,0.0019406,0.0019406,0.0019406
11,133.776,2.66914,3.82278,1.46926,0.00592,0.14286,0.00109,0.00032,3.46062,537.19,2.86756,0.001934,0.001934,0.001934
12,145.293,2.63794,3.63641,1.47917,0.06682,0.04,0.00777,0.00216,3.45085,4.39141,2.47998,0.0019274,0.0019274,0.0019274
13,156.926,2.48489,3.37405,1.39303,0.00642,0.07429,0.00088,0.00024,3.33918,19.8018,2.39693,0.0019208,0.0019208,0.0019208
14,168.434,2.33602,3.03389,1.29497,0.01491,0.06857,0.00303,0.00093,3.34532,11.8927,2.12407,0.0019142,0.0019142,0.0019142
15,179.942,2.43044,3.05398,1.3453,0.10793,0.06286,0.0238,0.00603,3.41583,4.21364,2.08947,0.0019076,0.0019076,0.0019076
16,191.495,2.32228,2.86698,1.28138,0.12046,0.06286,0.01951,0.00669,3.43094,4.35583,2.07344,0.001901,0.001901,0.001901
17,203.171,2.29555,2.69999,1.23709,0.08179,0.07737,0.01576,0.0043,3.30077,3.68017,1.95076,0.0018944,0.0018944,0.0018944
18,214.573,2.16118,2.45879,1.22997,0.13424,0.08571,0.02995,0.0071,3.29563,3.79648,1.95114,0.0018878,0.0018878,0.0018878
19,226.158,2.1312,2.36904,1.2313,0.10008,0.08,0.018,0.00498,3.37253,3.87072,1.98347,0.0018812,0.0018812,0.0018812
20,237.621,2.08754,2.19171,1.23452,0.06398,0.09714,0.01586,0.00334,3.50249,4.08886,2.07428,0.0018746,0.0018746,0.0018746
21,249.135,1.98991,2.04993,1.16188,0.1176,0.08571,0.02379,0.00536,3.47883,3.98482,2.07111,0.001868,0.001868,0.001868
22,260.545,1.89489,2.17811,1.17416,0.12041,0.07429,0.02567,0.00569,3.5275,4.02628,2.15852,0.0018614,0.0018614,0.0018614
23,271.985,1.89962,1.85335,1.14175,0.15232,0.06857,0.03739,0.00763,3.49151,4.03431,1.98213,0.0018548,0.0018548,0.0018548
24,283.65,1.8545,1.78562,1.08584,0.08093,0.08,0.02494,0.00901,3.38929,4.04088,1.90755,0.0018482,0.0018482,0.0018482
25,295.3,1.67158,1.66487,1.03072,0.10361,0.06857,0.01646,0.00344,3.55215,4.35147,1.99661,0.0018416,0.0018416,0.0018416
26,306.822,1.68696,1.62206,1.04355,0.10902,0.05143,0.01899,0.00402,3.5043,4.19923,2.02444,0.001835,0.001835,0.001835
27,318.305,1.76287,1.57919,1.05761,0.08425,0.07429,0.01335,0.00384,3.34672,4.05216,2.02534,0.0018284,0.0018284,0.0018284
28,329.811,1.7198,1.49164,1.03601,0.1013,0.07429,0.01792,0.00461,3.31617,4.0997,1.97472,0.0018218,0.0018218,0.0018218
29,341.209,1.57837,1.3192,1.01779,0.11333,0.06857,0.01968,0.00527,3.28999,4.14066,1.93078,0.0018152,0.0018152,0.0018152
30,352.652,1.60342,1.25121,1.02878,0.15389,0.06857,0.01847,0.00434,3.39317,4.43838,2.00142,0.0018086,0.0018086,0.0018086
31,364.151,1.50454,1.32029,1.03046,0.16677,0.04571,0.01536,0.00402,3.61635,4.68663,2.10494,0.001802,0.001802,0.001802
32,375.554,1.47158,1.10703,0.9998,0.10373,0.06286,0.02569,0.00527,3.57189,4.49745,2.05735,0.0017954,0.0017954,0.0017954
33,387.068,1.41602,1.10228,0.99154,0.1177,0.05143,0.02134,0.00529,3.50992,4.49783,2.08522,0.0017888,0.0017888,0.0017888
34,398.536,1.39104,1.10113,0.96475,0.12714,0.04,0.01823,0.00516,3.42337,4.51071,2.0271,0.0017822,0.0017822,0.0017822
35,410.067,1.34623,1.01819,0.95451,0.18863,0.04387,0.01842,0.00579,3.46813,4.64247,2.06702,0.0017756,0.0017756,0.0017756
36,421.478,1.21861,0.94149,0.9297,0.18572,0.05143,0.02504,0.00695,3.58964,4.77454,2.15653,0.001769,0.001769,0.001769
37,432.918,1.29698,0.94838,0.96448,0.11253,0.04,0.01739,0.00547,3.44775,4.67791,2.13438,0.0017624,0.0017624,0.0017624
38,444.434,1.28889,0.86866,0.95458,0.09969,0.04571,0.0205,0.0067,3.4588,4.79677,2.11823,0.0017558,0.0017558,0.0017558
39,455.845,1.21878,0.87538,0.92551,0.1086,0.05714,0.02394,0.00511,3.56804,4.80996,2.13347,0.0017492,0.0017492,0.0017492
40,467.384,1.16057,0.86912,0.90742,0.08675,0.02857,0.0107,0.00245,3.66835,4.93837,2.22106,0.0017426,0.0017426,0.0017426
41,478.861,1.18233,0.80372,0.89718,0.09203,0.04571,0.01778,0.00541,3.56541,4.8749,2.26815,0.001736,0.001736,0.001736
42,490.369,1.12496,0.80609,0.91387,0.1122,0.05714,0.01689,0.00402,3.59031,4.77229,2.26396,0.0017294,0.0017294,0.0017294
43,501.775,1.1291,0.76137,0.90387,0.11403,0.05143,0.02573,0.00681,3.56427,4.76121,2.16619,0.0017228,0.0017228,0.0017228
44,513.233,1.07309,0.75896,0.89441,0.12632,0.05701,0.02583,0.00822,3.4285,4.81824,2.10516,0.0017162,0.0017162,0.0017162
45,524.742,1.08814,0.74858,0.88018,0.21829,0.04571,0.02495,0.00831,3.3945,4.97031,2.12011,0.0017096,0.0017096,0.0017096
46,536.141,1.02902,0.70317,0.86394,0.17272,0.04571,0.02292,0.00637,3.43404,5.03848,2.16516,0.001703,0.001703,0.001703
47,547.679,1.04865,0.68564,0.88216,0.18989,0.03429,0.01988,0.00626,3.57924,5.17419,2.21138,0.0016964,0.0016964,0.0016964
48,559.161,0.9958,0.65974,0.87586,0.17848,0.03429,0.02232,0.00621,3.54881,5.06738,2.19828,0.0016898,0.0016898,0.0016898
49,570.695,1.00721,0.64457,0.86693,0.18492,0.05714,0.02853,0.00837,3.475,5.03353,2.17431,0.0016832,0.0016832,0.0016832
50,582.095,0.95356,0.63276,0.87332,0.2036,0.04,0.02662,0.01015,3.51041,5.14082,2.18095,0.0016766,0.0016766,0.0016766
51,593.676,0.96626,0.65406,0.88072,0.19507,0.04571,0.02755,0.00929,3.5259,5.14758,2.18929,0.00167,0.00167,0.00167
52,605.186,0.93269,0.59366,0.85176,0.12327,0.04,0.02913,0.00924,3.48084,5.1857,2.22263,0.0016634,0.0016634,0.0016634
53,616.601,0.92233,0.58119,0.85975,0.2302,0.04,0.02679,0.00949,3.4895,5.12438,2.20995,0.0016568,0.0016568,0.0016568
54,628.106,0.86711,0.58088,0.87578,0.19348,0.04,0.02457,0.00761,3.57269,5.28071,2.20868,0.0016502,0.0016502,0.0016502
55,639.614,0.8456,0.5445,0.85603,0.1746,0.03429,0.02121,0.00697,3.50616,5.31226,2.16194,0.0016436,0.0016436,0.0016436
56,651.146,0.85681,0.54654,0.8602,0.1079,0.03429,0.01839,0.00711,3.48523,5.21801,2.13773,0.001637,0.001637,0.001637
57,662.543,0.80803,0.52817,0.85925,0.09041,0.03429,0.01999,0.00746,3.53838,5.30728,2.20491,0.0016304,0.0016304,0.0016304
58,673.989,0.77966,0.5107,0.84526,0.07715,0.03429,0.0213,0.00582,3.62236,5.31372,2.24675,0.0016238,0.0016238,0.0016238
59,685.506,0.80715,0.51906,0.84699,0.17969,0.04,0.02054,0.00533,3.604,5.27632,2.26169,0.0016172,0.0016172,0.0016172
