epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.409,3.71272,114.174,2.19757,0.00097,0.02365,3e-05,1e-05,3.50818,94.8022,2.01035,0.000641026,0.000641026,0.000641026
2,26.475,3.31741,32.2549,1.82802,0.02552,0.02703,0.00158,0.00043,3.54971,22.3891,1.97814,0.00130338,0.00130338,0.00130338
3,38.0184,3.0901,16.4937,1.76503,0.00014,0.00338,0,0,3.38583,1390.84,1.94376,0.00196133,0.00196133,0.00196133
4,49.425,2.95489,9.31785,1.69586,0.01055,0.02365,0.00078,0.00021,3.48487,5.93008,1.92511,0.0019802,0.0019802,0.0019802
5,60.6955,2.93225,7.06168,1.64288,0.07777,0.00676,0.00541,0.0008,3.40798,5.58613,2.01244,0.0019736,0.0019736,0.0019736
6,72.0779,2.97388,5.94508,1.69448,0.00038,0.01014,1e-05,0,3.51868,5.71843,3.2463,0.001967,0.001967,0.001967
7,83.3124,3.03592,5.80893,1.68501,0,0,0,0,3.98325,38.7967,4.402,0.0019604,0.0019604,0.0019604
8,94.5336,2.69452,4.99463,1.52912,0.00069,0.01689,2e-05,0,3.96796,5.77391,2.94087,0.0019538,0.0019538,0.0019538
9,105.739,2.67833,4.15132,1.52869,0.00467,0.12162,0.00069,0.0002,3.45435,8.84978,2.17644,0.0019472,0.0019472,0.0019472
10,117.018,2.5954,3.77193,1.55921,0.00864,0.22635,0.0031,0.00097,3.30775,18.6976,1.99929,0.0019406,0.0019406,0.0019406
11,128.378,2.53952,3.92083,1.47423,0.00988,0.21622,0.00274,0.00069,3.47823,94.815,2.85479,0.001934,0.001934,0.001934
12,139.667,2.57089,3.60425,1.51742,0.0946,0.06757,0.01465,0.00459,3.43814,5.10839,2.24559,0.0019274,0.0019274,0.0019274
13,151.014,2.45067,3.70395,1.448,0.12524,0.07095,0.03668,0.01007,3.66769,4.12491,2.44339,0.0019208,0.0019208,0.0019208
14,162.382,2.36108,3.24957,1.36684,0.1325,0.06915,0.03369,0.00932,3.61841,3.77876,2.23873,0.0019142,0.0019142,0.0019142
15,173.547,2.27831,2.87159,1.29848,0.10406,0.0777,0.03522,0.00783,3.70394,3.77424,2.31496,0.0019076,0.0019076,0.0019076
16,184.734,2.18665,2.67013,1.28631,0.09973,0.05743,0.01714,0.00458,3.57356,3.96047,2.14714,0.001901,0.001901,0.001901
17,196.02,2.06491,2.44557,1.28196,0.10801,0.08784,0.02725,0.00717,3.52739,4.08601,2.15987,0.0018944,0.0018944,0.0018944
18,207.202,2.0815,2.32602,1.26784,0.14092,0.08784,0.02574,0.00593,3.49256,3.92665,2.18925,0.0018878,0.0018878,0.0018878
19,218.544,1.97509,2.25164,1.27337,0.07026,0.06081,0.01318,0.00375,3.40892,4.21069,1.99625,0.0018812,0.0018812,0.0018812
20,229.699,1.76869,2.09836,1.11282,0.07623,0.06757,0.02239,0.00794,3.46436,4.07632,2.07299,0.0018746,0.0018746,0.0018746
21,240.942,1.79512,2.1014,1.18112,0.10794,0.09797,0.03098,0.0102,3.39368,4.26302,1.98262,0.001868,0.001868,0.001868
22,252.311,1.741,2.00637,1.19753,0.09723,0.09122,0.02803,0.0073,3.30304,3.92373,1.96528,0.0018614,0.0018614,0.0018614
23,263.51,1.6307,1.66783,1.113,0.12822,0.08108,0.03679,0.0099,3.32755,3.93782,1.9495,0.0018548,0.0018548,0.0018548
24,274.795,1.71011,1.77257,1.14042,0.12867,0.0777,0.03088,0.00839,3.49056,4.19243,2.09235,0.0018482,0.0018482,0.0018482
25,285.958,1.71685,1.60269,1.12112,0.16162,0.03378,0.01694,0.00439,3.61936,4.53288,2.27674,0.0018416,0.0018416,0.0018416
26,297.284,1.59002,1.48577,1.11399,0.14126,0.09459,0.03134,0.00791,3.53233,4.24201,2.28635,0.001835,0.001835,0.001835
27,308.543,1.59809,1.49222,1.1537,0.11403,0.08784,0.02524,0.00643,3.66752,4.18575,2.17846,0.0018284,0.0018284,0.0018284
28,319.792,1.4997,1.37569,1.08985,0.11449,0.06081,0.02176,0.00654,3.81716,4.43175,2.25893,0.0018218,0.0018218,0.0018218
29,330.963,1.4382,1.2283,1.04645,0.09806,0.04054,0.02008,0.00608,3.87392,4.6851,2.38494,0.0018152,0.0018152,0.0018152
30,342.165,1.37295,1.16219,1.03813,0.16755,0.05743,0.02918,0.00983,3.77241,4.60874,2.28857,0.0018086,0.0018086,0.0018086
31,353.455,1.3436,1.1535,1.04643,0.1291,0.05743,0.02514,0.0077,3.71298,4.51782,2.24219,0.001802,0.001802,0.001802
32,364.631,1.26415,1.06192,1.02646,0.11094,0.06419,0.02672,0.00626,3.75363,4.65515,2.25557,0.0017954,0.0017954,0.0017954
33,375.919,1.22001,0.97494,0.97705,0.13232,0.04054,0.02356,0.00505,3.62483,4.70018,2.25602,0.0017888,0.0017888,0.0017888
34,387.073,1.17394,0.94115,0.98092,0.13854,0.03378,0.01613,0.00316,3.64593,4.85825,2.30569,0.0017822,0.0017822,0.0017822
35,398.326,1.13501,0.90727,0.96212,0.15821,0.0473,0.02146,0.00511,3.5837,4.75313,2.24542,0.0017756,0.0017756,0.0017756
36,409.598,1.13042,0.8763,0.98032,0.17178,0.05068,0.02835,0.00649,3.61014,5.00837,2.17068,0.001769,0.001769,0.001769
37,420.802,1.0816,0.83158,0.94066,0.18968,0.06757,0.03247,0.00735,3.60359,5.04442,2.14102,0.0017624,0.0017624,0.0017624
38,432.099,1.12851,0.82666,0.93059,0.15044,0.03716,0.02521,0.00487,3.69419,5.193,2.17233,0.0017558,0.0017558,0.0017558
39,443.27,1.03376,0.81268,0.91599,0.08326,0.04392,0.0189,0.00469,3.69664,5.22799,2.19278,0.0017492,0.0017492,0.0017492
40,454.553,1.03042,0.81509,0.92524,0.17591,0.0473,0.02979,0.007,3.7779,5.12659,2.28964,0.0017426,0.0017426,0.0017426
41,465.726,0.96843,0.73768,0.91953,0.22489,0.0473,0.02784,0.00671,3.72873,5.2002,2.27346,0.001736,0.001736,0.001736
42,476.997,0.91196,0.73165,0.91794,0.18318,0.03638,0.02014,0.00382,3.74649,5.19246,2.25526,0.0017294,0.0017294,0.0017294
43,488.288,0.94063,0.67584,0.89613,0.15496,0.02703,0.01664,0.00484,3.69808,5.12629,2.21287,0.0017228,0.0017228,0.0017228
44,499.497,0.88575,0.68605,0.91492,0.14096,0.04054,0.01688,0.00444,3.69506,4.91183,2.28744,0.0017162,0.0017162,0.0017162
45,510.879,0.86334,0.64327,0.89096,0.16756,0.05743,0.02565,0.00798,3.66061,4.7374,2.22446,0.0017096,0.0017096,0.0017096
46,522.113,0.8734,0.63193,0.90041,0.16008,0.07432,0.04574,0.01264,3.70207,4.70597,2.26505,0.001703,0.001703,0.001703
47,533.541,0.81551,0.58043,0.88092,0.17641,0.06081,0.02952,0.00833,3.68257,4.76703,2.23299,0.0016964,0.0016964,0.0016964
48,544.712,0.81245,0.56888,0.87028,0.11383,0.02365,0.01066,0.00233,3.73725,5.30928,2.3079,0.0016898,0.0016898,0.0016898
49,555.974,0.82026,0.56194,0.86792,0.0881,0.02703,0.01238,0.00323,3.69404,5.23,2.24407,0.0016832,0.0016832,0.0016832
50,567.161,0.80585,0.56055,0.86859,0.11015,0.03716,0.01296,0.00328,3.69016,5.27786,2.20946,0.0016766,0.0016766,0.0016766
51,578.383,0.75923,0.51227,0.84808,0.12849,0.03041,0.01471,0.00378,3.65844,5.40563,2.20499,0.00167,0.00167,0.00167
52,589.664,0.7523,0.51299,0.84974,0.17683,0.03716,0.02337,0.00502,3.66012,5.42594,2.21506,0.0016634,0.0016634,0.0016634
53,600.946,0.72789,0.48246,0.84672,0.13525,0.03716,0.0238,0.00521,3.64074,5.40458,2.23542,0.0016568,0.0016568,0.0016568
54,612.221,0.6997,0.47089,0.84756,0.07581,0.0473,0.01468,0.00394,3.6884,5.57265,2.19602,0.0016502,0.0016502,0.0016502
55,623.394,0.6673,0.47704,0.84613,0.06337,0.04392,0.01243,0.00315,3.66728,5.69613,2.17309,0.0016436,0.0016436,0.0016436
56,634.633,0.65804,0.45612,0.83025,0.1064,0.03378,0.0097,0.00215,3.65522,5.77533,2.16156,0.001637,0.001637,0.001637
57,645.811,0.66359,0.46002,0.84233,0.02987,0.09797,0.01745,0.00341,3.68467,5.64945,2.21255,0.0016304,0.0016304,0.0016304
58,657.015,0.65415,0.45293,0.81812,0.0644,0.08108,0.01921,0.00405,3.68704,5.43959,2.18664,0.0016238,0.0016238,0.0016238
59,668.321,0.64593,0.43972,0.82561,0.12304,0.03716,0.01434,0.00379,3.69399,5.31767,2.20341,0.0016172,0.0016172,0.0016172
60,679.495,0.637,0.43674,0.83464,0.10368,0.03716,0.01673,0.00321,3.68603,5.32673,2.19172,0.0016106,0.0016106,0.0016106
61,690.766,0.6252,0.42399,0.83268,0.09621,0.03378,0.01176,0.00264,3.63542,5.37714,2.19437,0.001604,0.001604,0.001604
62,702.04,0.60919,0.40445,0.80861,0.0331,0.09459,0.00913,0.00218,3.65423,5.63973,2.22203,0.0015974,0.0015974,0.0015974
