epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.7475,3.62488,136.961,2.22665,0.00077,0.03429,3e-05,0,3.94395,1439.24,2.47831,0.000641975,0.000641975,0.000641975
2,30.3345,3.21341,43.7325,1.79187,0.00524,0.01143,0.00043,0.00013,3.56528,59.0109,2.3475,0.00130432,0.00130432,0.00130432
3,41.9048,3.27297,28.0289,1.82457,0.01915,0.09143,0.0056,0.00191,3.30321,115.255,2.22461,0.00196227,0.00196227,0.00196227
4,53.5208,3.31577,18.1971,1.8213,0.00038,0.00571,0,0,3.83297,102.722,2.34409,0.0019802,0.0019802,0.0019802
5,65.0043,3.39411,11.0838,1.87199,0.00013,0.00571,0,0,4.07102,6.37856,2.58456,0.0019736,0.0019736,0.0019736
6,76.4888,3.53819,6.39656,1.84419,0.00038,0.01714,1e-05,0,3.961,13.1405,3.54781,0.001967,0.001967,0.001967
7,87.909,3.3288,5.49224,1.85161,0.00154,0.06857,0.00212,0.00065,3.61507,5.88175,3.28217,0.0019604,0.0019604,0.0019604
8,99.3502,3.12124,4.94502,1.64074,0.00739,0.08,0.00085,0.00026,3.44493,5.37613,4.82261,0.0019538,0.0019538,0.0019538
9,110.774,2.96526,4.33706,1.63224,0.00349,0.14857,0.00191,0.0004,3.46852,4.56095,3.55638,0.0019472,0.0019472,0.0019472
10,122.236,2.91386,3.99606,1.55834,0.00545,0.14286,0.00313,0.00093,3.55241,5.17738,8.75619,0.0019406,0.0019406,0.0019406
11,133.692,2.79889,3.87587,1.57809,0.12456,0.05143,0.02966,0.00853,3.42789,4.10634,2.822,0.001934,0.001934,0.001934
12,145.372,2.76886,3.31079,1.6052,0.17911,0.09714,0.04393,0.01809,3.18962,3.73109,2.81447,0.0019274,0.0019274,0.0019274
13,156.925,2.7185,3.10665,1.59321,0.23434,0.08571,0.0466,0.01926,3.30943,4.24457,2.76727,0.0019208,0.0019208,0.0019208
14,168.472,2.70405,3.30155,1.49706,0.12661,0.05143,0.02198,0.00566,3.517,4.34843,3.90538,0.0019142,0.0019142,0.0019142
15,179.953,2.68776,3.52367,1.56455,0.22795,0.10286,0.05801,0.0198,3.20069,4.22389,2.10673,0.0019076,0.0019076,0.0019076
16,191.616,2.46637,3.29085,1.5016,0.14016,0.10857,0.04792,0.01432,3.21491,3.72318,2.09211,0.001901,0.001901,0.001901
17,203.113,2.5154,2.97416,1.43098,0.17956,0.09143,0.06327,0.02254,3.13478,3.4157,1.91324,0.0018944,0.0018944,0.0018944
18,214.703,2.38787,2.78376,1.46729,0.15295,0.11429,0.04725,0.01501,2.93618,3.17021,1.85329,0.0018878,0.0018878,0.0018878
19,226.178,2.48389,2.61191,1.49586,0.14766,0.11429,0.05359,0.01912,2.94215,3.20943,1.88535,0.0018812,0.0018812,0.0018812
20,237.575,2.34045,2.49817,1.44599,0.24487,0.10286,0.07289,0.02274,3.08043,3.32799,1.91369,0.0018746,0.0018746,0.0018746
21,249.131,2.32047,2.42282,1.37286,0.22229,0.10857,0.05408,0.01302,3.07538,3.37889,1.91926,0.001868,0.001868,0.001868
22,260.598,2.24254,2.41932,1.42452,0.21391,0.09714,0.05785,0.01732,3.1499,3.57654,1.96641,0.0018614,0.0018614,0.0018614
23,271.963,2.36723,2.21474,1.42754,0.14184,0.12,0.04865,0.01617,3.17899,3.36041,1.9658,0.0018548,0.0018548,0.0018548
24,283.461,2.20261,2.03798,1.31748,0.14032,0.13714,0.05984,0.02026,3.00822,3.39558,1.9433,0.0018482,0.0018482,0.0018482
25,294.984,2.00475,2.23559,1.23957,0.20095,0.11429,0.06204,0.02052,3.09087,3.49549,1.93296,0.0018416,0.0018416,0.0018416
26,306.482,2.05662,1.8947,1.26468,0.20309,0.09714,0.06379,0.0233,3.1359,3.71167,1.9163,0.001835,0.001835,0.001835
27,318.04,2.16894,1.95494,1.32798,0.13366,0.14286,0.06217,0.02071,3.19229,3.59229,2.00227,0.0018284,0.0018284,0.0018284
28,329.447,2.072,1.94895,1.28198,0.13323,0.13143,0.04864,0.01633,3.14876,3.78522,1.944,0.0018218,0.0018218,0.0018218
29,340.915,1.95429,1.85759,1.24296,0.10828,0.12571,0.04329,0.01289,3.10862,3.68753,1.91609,0.0018152,0.0018152,0.0018152
30,352.297,1.87543,1.72763,1.23395,0.14447,0.09143,0.04034,0.01146,3.12509,3.54949,1.94994,0.0018086,0.0018086,0.0018086
31,363.798,1.81052,1.58615,1.24448,0.15512,0.08571,0.04269,0.01594,3.11286,3.70048,1.93818,0.001802,0.001802,0.001802
32,375.259,1.70205,1.40721,1.16447,0.21836,0.09714,0.05983,0.02186,3.11292,3.52475,1.93566,0.0017954,0.0017954,0.0017954
33,386.839,1.67447,1.39417,1.16242,0.13409,0.12,0.04747,0.01241,3.21798,3.52932,2.11902,0.0017888,0.0017888,0.0017888
34,398.348,1.61417,1.26116,1.13125,0.16366,0.13143,0.05529,0.01934,3.0835,3.53249,1.9564,0.0017822,0.0017822,0.0017822
35,409.783,1.59177,1.33404,1.13236,0.277,0.09714,0.05958,0.02286,3.08908,3.5777,1.95038,0.0017756,0.0017756,0.0017756
36,421.282,1.57819,1.24543,1.09287,0.17717,0.09714,0.05507,0.01998,3.11308,3.58745,1.95977,0.001769,0.001769,0.001769
37,432.681,1.63774,1.23852,1.15369,0.13204,0.09143,0.04958,0.01435,3.05366,3.79491,1.98682,0.0017624,0.0017624,0.0017624
38,444.215,1.60783,1.19284,1.13791,0.21246,0.06857,0.04547,0.01399,3.04021,3.95104,1.90866,0.0017558,0.0017558,0.0017558
39,455.673,1.54027,1.10253,1.10302,0.21271,0.08571,0.05357,0.02136,3.15137,4.04781,1.863,0.0017492,0.0017492,0.0017492
40,467.185,1.44389,1.05742,1.06286,0.22685,0.09894,0.06168,0.02163,3.1539,3.95385,1.8961,0.0017426,0.0017426,0.0017426
41,478.58,1.46452,0.98685,1.02283,0.19079,0.09143,0.05839,0.01651,3.10744,4.15933,1.92477,0.001736,0.001736,0.001736
42,490.057,1.39013,0.98933,1.07234,0.24963,0.08,0.04865,0.0128,3.18448,4.30336,1.95462,0.0017294,0.0017294,0.0017294
43,501.572,1.29579,0.88841,1.02457,0.2339,0.09143,0.04932,0.01309,3.17959,4.1745,1.93977,0.0017228,0.0017228,0.0017228
