epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.8672,3.9345,145.747,2.53837,0.00031,0.01143,1e-05,0,4.02839,329.874,2.70614,0.000641975,0.000641975,0.000641975
2,30.251,3.50547,41.0537,2.02423,0.00214,0.08571,0.00021,6e-05,3.75593,361.08,3.37576,0.00130432,0.00130432,0.00130432
3,42.0118,3.3757,17.4136,1.95069,0,0,0,0,3.70214,670.123,3.55695,0.00196227,0.00196227,0.00196227
4,53.3882,3.2819,11.2943,1.86132,0.0013,0.00571,2e-05,0,3.71379,21.9608,2.86939,0.0019802,0.0019802,0.0019802
5,64.85,3.28454,7.95813,1.8974,0.00051,0.02286,1e-05,0,3.8505,721.925,10.5898,0.0019736,0.0019736,0.0019736
6,76.3371,3.20241,5.09244,1.80954,0.00026,0.01143,0,0,3.98394,17.246,4.37168,0.001967,0.001967,0.001967
7,87.6877,3.30858,13.5279,1.84766,0.0076,0.02857,0.00118,0.00034,3.81772,14.6493,4.20026,0.0019604,0.0019604,0.0019604
8,99.2344,3.2091,4.55984,1.80559,0.00601,0.23429,0.0113,0.0039,3.42025,4.28902,2.13839,0.0019538,0.0019538,0.0019538
9,110.852,3.10347,4.29046,1.72644,0.00688,0.16,0.01616,0.0058,3.54407,5.26627,3.65718,0.0019472,0.0019472,0.0019472
10,122.417,2.96764,3.8754,1.66192,0.13434,0.02857,0.02019,0.00537,3.61129,5.71145,4.13473,0.0019406,0.0019406,0.0019406
11,133.91,2.84336,4.29436,1.62546,0.11565,0.08,0.0238,0.00816,3.37618,4.61654,2.46855,0.001934,0.001934,0.001934
12,145.591,2.96447,3.85892,1.6999,0.09403,0.08571,0.03166,0.01251,3.25745,3.86304,2.20293,0.0019274,0.0019274,0.0019274
13,157.292,2.76845,3.8727,1.62408,0.08202,0.08571,0.02516,0.00922,3.23571,3.85327,1.97078,0.0019208,0.0019208,0.0019208
14,168.788,2.75449,3.73492,1.59796,0.09687,0.13143,0.02657,0.00883,3.27183,3.82381,1.99324,0.0019142,0.0019142,0.0019142
15,180.198,2.82791,3.75911,1.65072,0.10911,0.09714,0.03109,0.00986,3.22359,3.52309,1.92974,0.0019076,0.0019076,0.0019076
