epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,698.241,0.68845,0.43348,0.82663,0.17718,0.05902,0.0331,0.01134,3.30999,5.32183,1.82301,0.001604,0.001604,0.001604
62,709.58,0.69362,0.43463,0.82534,0.21212,0.07782,0.04161,0.01017,3.32352,5.33647,1.79194,0.0015974,0.0015974,0.0015974
63,720.922,0.70625,0.43042,0.82805,0.19124,0.05926,0.03593,0.00904,3.34437,5.45869,1.80997,0.0015908,0.0015908,0.0015908
64,732.245,0.7132,0.426,0.82301,0.17543,0.05185,0.03116,0.01032,3.33059,5.58211,1.79433,0.0015842,0.0015842,0.0015842
65,743.613,0.67505,0.40625,0.82551,0.2312,0.06667,0.03787,0.01045,3.35571,5.46639,1.79376,0.0015776,0.0015776,0.0015776
66,754.979,0.64238,0.38875,0.81259,0.19572,0.05926,0.03537,0.01022,3.32792,5.44675,1.78713,0.001571,0.001571,0.001571
67,766.302,0.61611,0.38541,0.80947,0.2355,0.07407,0.04018,0.01105,3.31785,5.34111,1.76203,0.0015644,0.0015644,0.0015644
68,777.667,0.62555,0.37949,0.80629,0.18988,0.07407,0.03619,0.01074,3.35747,5.20184,1.80059,0.0015578,0.0015578,0.0015578
69,788.963,0.63729,0.38461,0.80774,0.21005,0.0729,0.0337,0.01073,3.32786,5.22766,1.7848,0.0015512,0.0015512,0.0015512
70,800.337,0.58204,0.36775,0.80317,0.19221,0.06667,0.02846,0.00862,3.33942,5.3816,1.78345,0.0015446,0.0015446,0.0015446
71,811.768,0.57457,0.36513,0.81283,0.19637,0.06667,0.02942,0.0088,3.35024,5.34332,1.78272,0.001538,0.001538,0.001538
72,823.123,0.60263,0.37003,0.81217,0.22988,0.05926,0.03201,0.01026,3.3603,5.4565,1.78998,0.0015314,0.0015314,0.0015314
73,834.438,0.58406,0.35381,0.81034,0.1701,0.08148,0.03305,0.01085,3.30373,5.4188,1.75514,0.0015248,0.0015248,0.0015248
74,845.768,0.60102,0.35536,0.79451,0.28986,0.06667,0.04483,0.01402,3.28415,5.31437,1.74492,0.0015182,0.0015182,0.0015182
75,857.061,0.58572,0.34513,0.80124,0.1832,0.06667,0.04394,0.01394,3.3312,5.35159,1.75933,0.0015116,0.0015116,0.0015116
76,868.39,0.55547,0.34501,0.8028,0.07083,0.12593,0.03531,0.01266,3.35772,5.46294,1.80293,0.001505,0.001505,0.001505
77,879.714,0.5768,0.34365,0.79169,0.40564,0.05185,0.03925,0.01431,3.32388,5.46125,1.78634,0.0014984,0.0014984,0.0014984
78,891.031,0.60883,0.3516,0.79176,0.35868,0.06667,0.04599,0.01391,3.27,5.52693,1.76367,0.0014918,0.0014918,0.0014918
79,902.383,0.56842,0.34212,0.79703,0.35893,0.06667,0.04527,0.01445,3.30086,5.51622,1.77948,0.0014852,0.0014852,0.0014852
80,913.654,0.54719,0.34578,0.79934,0.29021,0.08148,0.04811,0.01546,3.28638,5.46085,1.75862,0.0014786,0.0014786,0.0014786
81,924.986,0.58039,0.3454,0.80398,0.28508,0.07407,0.04843,0.01582,3.30693,5.52809,1.75854,0.001472,0.001472,0.001472
82,936.324,0.54565,0.33275,0.78908,0.26507,0.08148,0.05002,0.01538,3.33978,5.52099,1.77778,0.0014654,0.0014654,0.0014654
83,947.687,0.55524,0.33354,0.79002,0.23792,0.08148,0.04746,0.01311,3.33212,5.54196,1.79367,0.0014588,0.0014588,0.0014588
84,959.029,0.52067,0.3183,0.78715,0.27256,0.07407,0.04115,0.0121,3.35231,5.64499,1.81904,0.0014522,0.0014522,0.0014522
85,970.414,0.51348,0.31326,0.78947,0.2703,0.08148,0.03862,0.0119,3.36816,5.49497,1.81288,0.0014456,0.0014456,0.0014456
86,981.773,0.48819,0.30828,0.79668,0.19702,0.07407,0.03383,0.01007,3.39368,5.42378,1.7973,0.001439,0.001439,0.001439
87,993.087,0.50202,0.3211,0.79148,0.23707,0.07407,0.04484,0.01101,3.37976,5.4795,1.78492,0.0014324,0.0014324,0.0014324
88,1004.37,0.49787,0.31325,0.79721,0.09231,0.13333,0.03027,0.00892,3.3931,5.67829,1.83014,0.0014258,0.0014258,0.0014258
89,1015.7,0.49493,0.30671,0.79569,0.07692,0.12593,0.02478,0.00866,3.37328,5.67397,1.82468,0.0014192,0.0014192,0.0014192
90,1027.01,0.45907,0.30114,0.79033,0.06957,0.11852,0.02416,0.00863,3.33797,5.62659,1.78898,0.0014126,0.0014126,0.0014126
91,1038.32,0.52128,0.30672,0.77219,0.07296,0.12593,0.02625,0.00901,3.32818,5.59036,1.81777,0.001406,0.001406,0.001406
92,1049.68,0.49639,0.30625,0.79275,0.08407,0.14074,0.02966,0.00886,3.38213,5.71663,1.82619,0.0013994,0.0013994,0.0013994
93,1060.96,0.4415,0.28502,0.78205,0.0793,0.13333,0.02621,0.00797,3.3924,5.77726,1.82603,0.0013928,0.0013928,0.0013928
94,1072.29,0.47242,0.28651,0.78231,0.075,0.11111,0.02537,0.00813,3.42574,5.91953,1.85207,0.0013862,0.0013862,0.0013862
95,1083.67,0.45086,0.2906,0.78856,0.13557,0.06667,0.02632,0.00791,3.42879,5.9354,1.8482,0.0013796,0.0013796,0.0013796
96,1094.98,0.51378,0.29498,0.77759,0.10274,0.11111,0.03158,0.00964,3.39662,5.91824,1.82394,0.001373,0.001373,0.001373
97,1106.34,0.43042,0.27922,0.78046,0.1,0.11111,0.0327,0.01004,3.40336,5.93293,1.83854,0.0013664,0.0013664,0.0013664
98,1117.75,0.4199,0.27461,0.78235,0.0884,0.11852,0.03075,0.00977,3.41753,5.88454,1.82258,0.0013598,0.0013598,0.0013598
99,1129.09,0.38368,0.25939,0.78006,0.07692,0.1037,0.0277,0.00878,3.41453,5.93646,1.82567,0.0013532,0.0013532,0.0013532
100,1140.42,0.39103,0.26116,0.77188,0.08671,0.11111,0.02854,0.00848,3.44642,6.03664,1.86376,0.0013466,0.0013466,0.0013466
101,1151.73,0.40053,0.26266,0.78762,0.08571,0.11111,0.02961,0.00874,3.44613,6.04736,1.86558,0.00134,0.00134,0.00134
102,1163.07,0.40214,0.25981,0.7783,0.08475,0.11111,0.03312,0.01102,3.43608,6.01686,1.86366,0.0013334,0.0013334,0.0013334
103,1174.37,0.40205,0.26934,0.78121,0.08333,0.11111,0.03309,0.00995,3.41056,6.00352,1.84594,0.0013268,0.0013268,0.0013268
104,1185.74,0.41183,0.27388,0.76889,0.09043,0.12593,0.03156,0.00896,3.38836,5.89616,1.85002,0.0013202,0.0013202,0.0013202
105,1197.09,0.42914,0.26492,0.76396,0.08586,0.12593,0.03305,0.00934,3.44939,5.89182,1.87799,0.0013136,0.0013136,0.0013136
106,1208.48,0.40028,0.26707,0.77514,0.21058,0.05926,0.03458,0.00956,3.47839,5.90318,1.90224,0.001307,0.001307,0.001307
107,1219.81,0.3714,0.25512,0.77745,0.23859,0.08148,0.04169,0.01083,3.43008,5.94577,1.88837,0.0013004,0.0013004,0.0013004
108,1231.15,0.40426,0.25605,0.76942,0.08824,0.11111,0.03345,0.00999,3.40355,5.9831,1.87444,0.0012938,0.0012938,0.0012938
109,1242.51,0.37596,0.25175,0.77853,0.08671,0.11111,0.03034,0.00915,3.39879,5.97898,1.86353,0.0012872,0.0012872,0.0012872
110,1253.82,0.37863,0.25365,0.76611,0.28082,0.05926,0.03546,0.00877,3.41357,6.0474,1.84858,0.0012806,0.0012806,0.0012806
111,1265.14,0.41209,0.27191,0.77847,0.3081,0.05926,0.03391,0.00868,3.36843,6.03061,1.82293,0.001274,0.001274,0.001274
112,1276.5,0.39083,0.25119,0.77298,0.2082,0.04444,0.02286,0.00799,3.39434,6.11275,1.84986,0.0012674,0.0012674,0.0012674
113,1287.98,0.39321,0.25417,0.74146,0.07386,0.0963,0.01846,0.00633,3.39695,6.15573,1.85165,0.0012608,0.0012608,0.0012608
