epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.8209,3.78475,144.231,2.21824,0.0009,0.04,4e-05,1e-05,3.84958,88.6915,2.28521,0.000641975,0.000641975,0.000641975
2,30.1401,3.43996,44.1775,1.92643,0.00901,0.01143,0.00039,0.0001,3.54348,30.3038,2.12084,0.00130432,0.00130432,0.00130432
3,41.7553,3.23597,34.4845,1.91707,0.00607,0.04571,0.00045,0.00012,3.52426,37.8007,2.13968,0.00196227,0.00196227,0.00196227
4,53.4422,3.31206,18.5829,1.8821,0.00106,0.01143,2e-05,0,3.85476,329.969,36.2296,0.0019802,0.0019802,0.0019802
5,64.8315,3.24909,10.1155,1.91203,0.00028,0.01143,1e-05,0,3.70834,54391.2,155.037,0.0019736,0.0019736,0.0019736
6,76.2484,3.20256,5.69055,1.76486,0.00026,0.01143,5e-05,2e-05,4.07486,41644.6,90.5973,0.001967,0.001967,0.001967
7,87.735,3.12093,5.59003,1.80837,0.00067,0.00571,1e-05,0,4.76426,1762.52,84.611,0.0019604,0.0019604,0.0019604
8,99.0895,3.07108,4.77109,1.72363,0.00593,0.02286,0.00047,0.00019,3.3599,5.01957,9.23188,0.0019538,0.0019538,0.0019538
9,110.693,2.94207,4.44084,1.71463,0.00423,0.18857,0.00373,0.00131,3.561,4.75149,2.26155,0.0019472,0.0019472,0.0019472
10,122.384,2.89768,4,1.66427,0.00423,0.18857,0.01185,0.00336,3.45855,6.45456,2.10782,0.0019406,0.0019406,0.0019406
11,134.129,2.82719,4.26063,1.65682,0.00013,0.00571,0,0,3.6492,18.8012,2.3375,0.001934,0.001934,0.001934
12,145.562,3.02111,4.15334,1.66712,0.00436,0.19429,0.0043,0.00118,3.47127,5.39184,2.2933,0.0019274,0.0019274,0.0019274
13,156.962,2.89015,3.95402,1.60272,0.00526,0.23429,0.00738,0.00205,3.38715,4.0608,2.01598,0.0019208,0.0019208,0.0019208
14,168.449,2.8229,3.9288,1.52282,0.00293,0.12571,0.0239,0.00443,3.70884,4.45682,2.52545,0.0019142,0.0019142,0.0019142
15,180.045,2.94429,3.95325,1.70507,0.04304,0.04571,0.00988,0.00214,3.75425,4.74482,3.79352,0.0019076,0.0019076,0.0019076
16,191.534,2.78544,3.78763,1.61263,0.04837,0.06286,0.01031,0.00305,3.38281,4.14484,4.18651,0.001901,0.001901,0.001901
17,202.985,2.91432,3.60967,1.54869,0.04451,0.05714,0.00994,0.00347,3.38808,3.92426,2.30715,0.0018944,0.0018944,0.0018944
18,214.588,2.88499,3.71292,1.5867,0.0249,0.03429,0.00795,0.00239,3.26644,3.92106,2.11649,0.0018878,0.0018878,0.0018878
19,225.963,2.80909,3.63702,1.65499,0.0427,0.09143,0.01041,0.00425,3.19542,3.94141,1.94697,0.0018812,0.0018812,0.0018812
20,237.393,2.73969,3.49094,1.58964,0.04603,0.11429,0.01671,0.00571,3.18762,4.07051,1.8248,0.0018746,0.0018746,0.0018746
21,249.058,2.63025,3.46801,1.4798,0.03669,0.12571,0.02292,0.00826,3.21528,3.75079,1.81201,0.001868,0.001868,0.001868
22,260.646,2.78632,3.79875,1.61134,0.05051,0.13143,0.02512,0.00922,3.25262,3.68632,1.8375,0.0018614,0.0018614,0.0018614
23,272.233,2.73511,3.43929,1.53693,0.08601,0.06286,0.02908,0.0102,3.21398,3.59265,1.83321,0.0018548,0.0018548,0.0018548
24,283.836,2.74537,3.36674,1.48472,0.07537,0.09714,0.01808,0.00656,3.23035,3.64708,1.83915,0.0018482,0.0018482,0.0018482
25,295.339,2.62351,3.70696,1.44972,0.11397,0.08895,0.02432,0.00681,3.30752,3.70928,1.83825,0.0018416,0.0018416,0.0018416
26,306.733,2.58552,3.49391,1.46868,0.08559,0.10286,0.01943,0.00716,3.21692,3.63173,1.81004,0.001835,0.001835,0.001835
27,318.195,2.74367,3.49689,1.56437,0.05291,0.14286,0.02502,0.00835,3.10215,3.64944,1.77973,0.0018284,0.0018284,0.0018284
28,329.684,2.77189,3.56929,1.52387,0.06679,0.11429,0.02542,0.00842,3.09365,3.45123,1.78093,0.0018218,0.0018218,0.0018218
